train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.2281188815832138,0.20929047465324402,"[4.8100762367248535, 5.418099880218506, 9.699130058288574, 3.545731782913208]",9.699130058288574,0.4213751256465912,0.39909385454685736
16000,0.15473690629005432,0.14527058601379395,"[5.1010823249816895, 10.918278694152832, 3.22607159614563, 15.858242988586426]",15.858242988586426,0.4136340916156769,0.30849771684120053
24000,0.12286730110645294,0.11624448001384735,"[21.27467155456543, 3.5980615615844727, 7.9356303215026855, 3.6696133613586426]",21.27467155456543,0.41051724553108215,0.2637352634452056
32000,0.11091381311416626,0.10546339303255081,"[3.660710573196411, 22.55897331237793, 4.257198810577393, 3.749868154525757]",22.55897331237793,0.42045900225639343,0.23527154795518987
40000,0.10403192043304443,0.10016605257987976,"[3.710636854171753, 4.479066848754883, 26.61914825439453, 5.241000652313232]",26.61914825439453,0.4201149344444275,0.21523676896182972
48000,0.11345811188220978,0.10912200808525085,"[7.324828624725342, 17.377634048461914, 18.433635711669922, 4.689834117889404]",18.433635711669922,0.41435176134109497,0.1981352854010747
56000,0.09156131744384766,0.08803331851959229,"[8.266096115112305, 3.924107789993286, 3.769401788711548, 29.070165634155273]",29.070165634155273,0.43133115768432617,0.18770836265867
64000,0.08845457434654236,0.08490949124097824,"[3.7750425338745117, 24.49408531188965, 3.861252784729004, 32.93711471557617]",32.93711471557617,0.44539761543273926,0.1781882023305072
72000,0.08335717767477036,0.08004293590784073,"[3.7574005126953125, 31.968896865844727, 3.906238317489624, 17.49930191040039]",31.968896865844727,0.4416440427303314,0.16938125634204987
80000,0.07731929421424866,0.07416699826717377,"[36.65625762939453, 4.541897773742676, 3.9554898738861084, 4.888945579528809]",36.65625762939453,0.42379510402679443,0.16192558290823858
88000,0.07477302104234695,0.07187682390213013,"[3.8516287803649902, 5.319884777069092, 4.2311553955078125, 38.864864349365234]",38.864864349365234,0.4307292103767395,0.1557967053604972
96000,0.0738023966550827,0.07123623788356781,"[35.66860580444336, 4.0792765617370605, 29.16563606262207, 3.5324594974517822]",35.66860580444336,0.4475696086883545,0.15028304511389276
104000,0.070107601583004,0.06721192598342896,"[41.364715576171875, 2.747816324234009, 16.198827743530273, 4.563103199005127]",41.364715576171875,0.43177321553230286,0.1452470256077004
112000,0.06794695556163788,0.06568322330713272,"[4.071928024291992, 4.555893898010254, 3.7930748462677, 44.033023834228516]",44.033023834228516,0.42895615100860596,0.14079164617464218
120000,0.06690449267625809,0.06470341235399246,"[39.352195739746094, 39.549373626708984, 3.8559770584106445, 3.6520493030548096]",39.549373626708984,0.44991999864578247,0.1368550337940541
128000,0.06543894112110138,0.06330198049545288,"[40.439910888671875, 4.074095726013184, 37.71015167236328, 3.535851240158081]",40.439910888671875,0.4502086043357849,0.1331633639038613
136000,0.06386280059814453,0.06166945397853851,"[4.036605358123779, 44.86927795410156, 3.4351658821105957, 35.63770294189453]",44.86927795410156,0.4450867176055908,0.12984380588351307
144000,0.06248137727379799,0.06034127250313759,"[3.935772180557251, 49.35478591918945, 23.325551986694336, 3.393984079360962]",49.35478591918945,0.4445425570011139,0.12684624937267155
152000,0.06281504780054092,0.06072681024670601,"[4.270504951477051, 51.33320999145508, 39.399139404296875, 3.4839022159576416]",51.33320999145508,0.45008012652397156,0.12407399035065976
160000,0.06165367737412453,0.05960959196090698,"[37.958168029785156, 3.9537816047668457, 3.5602121353149414, 57.19866943359375]",57.19866943359375,0.4493102431297302,0.12152268013471104
168000,0.05906029790639877,0.05712992325425148,"[3.3408007621765137, 57.76956558227539, 31.020822525024414, 4.00114107131958]",57.76956558227539,0.4392435848712921,0.11885589317829426
176000,0.05849596485495567,0.05647563561797142,"[3.563866138458252, 4.091206073760986, 58.1961555480957, 46.7695198059082]",58.1961555480957,0.44998520612716675,0.11664904379406084
184000,0.05648266151547432,0.0547233521938324,"[10.879161834716797, 3.4221622943878174, 4.4815168380737305, 55.02335739135742]",55.02335739135742,0.41732943058013916,0.11387879217483102
192000,0.055284999310970306,0.05353637784719467,"[50.60885238647461, 32.873477935791016, 3.783095121383667, 3.5428526401519775]",50.60885238647461,0.44164934754371643,0.11201163423649704
200000,0.05607837438583374,0.05425763875246048,"[61.628047943115234, 4.000192165374756, 50.05711364746094, 3.6365551948547363]",61.628047943115234,0.4497677981853485,0.11043735600694547
