train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound,no_of_experts_chosen,avg_gate_weights_test,avg_raw_gate_weights_test,avg_raw_entorpy_test,avg_effective_entropy_test
8000,0.23440934717655182,0.22122465074062347,"[9.373847961425781, 2.362058639526367, 2.783398389816284, 7.122905254364014]",9.373847961425781,0.4713785946369171,0.2851392777802231,1.2647500038146973,"[0.022292397916316986, 0.606373131275177, 0.16726642847061157, 0.20406800508499146]","[0.03982105478644371, 0.5814610719680786, 0.1819315105676651, 0.1967863291501999]",0.4317106306552887,0.1678066849708557
16000,0.19035103917121887,0.1840723752975464,"[1.955048680305481, 6.375942230224609, 9.842778205871582, 9.578044891357422]",9.842778205871582,0.48117950558662415,0.2121108928230573,1.171625018119812,"[0.708013653755188, 0.1731555312871933, 0.11590592563152313, 0.0029248895589262247]","[0.6942384243011475, 0.16859586536884308, 0.12208842486143112, 0.015077294781804085]",0.2815279960632324,0.10756437480449677
24000,0.1521788239479065,0.14832709729671478,"[2.082073450088501, 17.210765838623047, 6.494812488555908, 6.53924036026001]",17.210765838623047,0.4806433320045471,0.1798832140703713,1.1715832948684692,"[0.6580628752708435, 0.1183541789650917, 0.12292773276567459, 0.1006552055478096]","[0.6485133171081543, 0.11691250652074814, 0.12676820158958435, 0.10780595988035202]",0.2808561623096466,0.1111147552728653
32000,0.1509271264076233,0.14963695406913757,"[18.498985290527344, 5.461098670959473, 2.434189558029175, 1.439604640007019]",18.498985290527344,0.48585978150367737,0.1588247278881116,1.1278749704360962,"[0.15853245556354523, 0.14197207987308502, 0.6994948387145996, 6.650410000474949e-07]","[0.15368717908859253, 0.1440683752298355, 0.6871497631072998, 0.015094670467078686]",0.24481730163097382,0.0822930857539177
40000,0.13591574132442474,0.1335223764181137,"[17.693557739257812, 2.2251250743865967, 3.1010704040527344, 9.62872314453125]",17.693557739257812,0.48680147528648376,0.14381677847798627,1.1190749406814575,"[0.1121482327580452, 0.7452352046966553, 1.377076841890812e-06, 0.1426151692867279]","[0.11391055583953857, 0.7348009347915649, 0.011984821408987045, 0.13930363953113556]",0.2146795690059662,0.07564474642276764
48000,0.11846067756414413,0.1162477433681488,"[12.048491477966309, 12.816520690917969, 8.696784019470215, 2.2928338050842285]",12.816520690917969,0.48525476455688477,0.13183883241082192,1.1291667222976685,"[0.13214091956615448, 0.09541574120521545, 0.12039653211832047, 0.652046799659729]","[0.13161799311637878, 0.09931599348783493, 0.12287484109401703, 0.6461911797523499]",0.21823722124099731,0.0824999287724495
56000,0.10707753151655197,0.10492482036352158,"[20.37230682373047, 2.3606338500976562, 11.679564476013184, 10.281725883483887]",20.37230682373047,0.48601844906806946,0.12421468782678666,1.123232126235962,"[0.07452118396759033, 0.7072886228561401, 0.05658171325922012, 0.16160848736763]","[0.07517260313034058, 0.7010309100151062, 0.06291450560092926, 0.16088196635246277]",0.19596150517463684,0.07964391261339188
64000,0.10382574051618576,0.10151298344135284,"[2.367806911468506, 32.83343505859375, 13.831271171569824, 10.806018829345703]",32.83343505859375,0.48577094078063965,0.11806375707238782,1.1238594055175781,"[0.6598237752914429, 0.08041296154260635, 0.13183745741844177, 0.12792585790157318]","[0.655269205570221, 0.08024504035711288, 0.13517425954341888, 0.1293114572763443]",0.2092543989419937,0.08125270158052444
72000,0.10284432023763657,0.10135599225759506,"[16.179624557495117, 7.722462177276611, 24.027118682861328, 2.707714796066284]",24.027118682861328,0.4878506660461426,0.11141061320572437,1.1061805486679077,"[0.1551724225282669, 0.14405658841133118, 0.06246955692768097, 0.638301432132721]","[0.15439988672733307, 0.1466531902551651, 0.06542540341615677, 0.633521556854248]",0.18776124715805054,0.07048197090625763
80000,0.10213183611631393,0.10084495693445206,"[26.8675594329834, 2.522400140762329, 8.5604887008667, 15.220396995544434]",26.8675594329834,0.4913281500339508,0.10652653083281746,1.0765124559402466,"[0.09479325264692307, 0.7635018825531006, 0.0010197218507528305, 0.14068517088890076]","[0.09617631882429123, 0.7592215538024902, 0.004593738820403814, 0.14000840485095978]",0.13950438797473907,0.049762167036533356
88000,0.0869070440530777,0.08502637594938278,"[28.555055618286133, 17.326446533203125, 11.905186653137207, 2.3313939571380615]",28.555055618286133,0.4876997172832489,0.10216168054888236,1.106772780418396,"[0.06576617807149887, 0.11406222730875015, 0.14178621768951416, 0.678385317325592]","[0.0667763501405716, 0.11631450802087784, 0.14207357168197632, 0.6748356223106384]",0.18125593662261963,0.06900176405906677
96000,0.09921541810035706,0.0982823446393013,"[19.31683349609375, 24.903409957885742, 1.7046698331832886, 2.401585340499878]",24.903409957885742,0.4901014268398285,0.0980404754957316,1.089104175567627,"[0.13355553150177002, 0.1171678677201271, 7.056494268908864e-07, 0.7492758631706238]","[0.1346002221107483, 0.11452163755893707, 0.008254297077655792, 0.7426239252090454]",0.16396231949329376,0.056978318840265274
104000,0.09299822896718979,0.0916309505701065,"[2.559157609939575, 25.277162551879883, 25.585926055908203, 16.266469955444336]",25.585926055908203,0.4919373691082001,0.09464175110410974,1.0701826810836792,"[0.7362824082374573, 0.0004853374557569623, 0.10958743840456009, 0.15364477038383484]","[0.7329673171043396, 0.0029862909577786922, 0.11098441481590271, 0.1530619114637375]",0.12777405977249146,0.04563552141189575
112000,0.08944547176361084,0.08831453323364258,"[2.4799773693084717, 24.42904281616211, 17.90467643737793, 20.104570388793945]",24.42904281616211,0.49091458320617676,0.09146793361351431,1.079437494277954,"[0.7385233044624329, 0.0879078134894371, 0.1489623486995697, 0.024606499820947647]","[0.7352275252342224, 0.08966922014951706, 0.14778876304626465, 0.027314545586705208]",0.13751976191997528,0.05201268941164017
120000,0.10569854080677032,0.10479710251092911,"[1.5440959930419922, 28.145252227783203, 2.5901668071746826, 30.484651565551758]",30.484651565551758,0.4945365786552429,0.08903253526929801,1.0480583906173706,"[0.0, 0.2068473994731903, 0.7923809885978699, 0.0007716021500527859]","[0.004597761668264866, 0.20341119170188904, 0.7886226773262024, 0.0033684622030705214]",0.1039130687713623,0.031042641028761864
128000,0.07860749214887619,0.07710719108581543,"[12.076067924499512, 37.92863845825195, 2.521876096725464, 23.374418258666992]",37.92863845825195,0.48976224660873413,0.08677293333834371,1.0886328220367432,"[0.135277658700943, 0.06756656616926193, 0.6826119422912598, 0.11454382538795471]","[0.136048823595047, 0.06816677004098892, 0.6802627444267273, 0.1155216321349144]",0.15438221395015717,0.05747373402118683
136000,0.09176133573055267,0.09111742675304413,"[9.695435523986816, 2.8674023151397705, 27.498106002807617, 28.430702209472656]",28.430702209472656,0.4918157458305359,0.0840450481998514,1.0707646608352661,"[0.14222320914268494, 0.6850942373275757, 0.0005081987474113703, 0.17217440903186798]","[0.1449524164199829, 0.6813409924507141, 0.0032672863453626633, 0.17043925821781158]",0.13854800164699554,0.04705733433365822
144000,0.07461105287075043,0.07341916114091873,"[17.525348663330078, 36.63030242919922, 2.3789210319519043, 16.454919815063477]",36.63030242919922,0.4903477430343628,0.0822449942214056,1.0833749771118164,"[0.10366050899028778, 0.05739309638738632, 0.6967625617980957, 0.1421838253736496]","[0.10485182702541351, 0.05812458321452141, 0.6949878931045532, 0.14203572273254395]",0.14287897944450378,0.05339692533016205
