train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound,no_of_experts_chosen,avg_gate_weights_test,avg_raw_gate_weights_test,avg_raw_entorpy_test,avg_effective_entropy_test
8000,0.1665107160806656,0.16487184166908264,"[2.9200079441070557, 4.331390380859375, 12.215787887573242, 4.583588123321533]",12.215787887573242,0.47267672419548035,0.2512702746154914,1.2642500400543213,"[2.3051872631185688e-05, 0.3221767246723175, 0.06944546103477478, 0.6083547472953796]","[0.03767428547143936, 0.30403152108192444, 0.0809016302227974, 0.577392578125]",0.43163764476776123,0.16163510084152222
16000,0.13361099362373352,0.13065704703330994,"[6.627540111541748, 10.339323043823242, 7.45428991317749, 6.083207607269287]",10.339323043823242,0.482472687959671,0.18694755151717088,1.1614999771118164,"[0.27385565638542175, 0.006743662524968386, 0.12136529386043549, 0.5980353951454163]","[0.26847317814826965, 0.022962113842368126, 0.12329918146133423, 0.5852655172348022]",0.28417399525642395,0.09893221408128738
24000,0.09263509511947632,0.09132955968379974,"[5.103886127471924, 11.118938446044922, 6.774211883544922, 5.417560577392578]",11.118938446044922,0.47889500856399536,0.1570979233153354,1.1842917203903198,"[0.25069016218185425, 0.15092569589614868, 0.09262656420469284, 0.5057575106620789]","[0.24975939095020294, 0.15375591814517975, 0.09770267456769943, 0.49878203868865967]",0.3051254153251648,0.11882484704256058
32000,0.09735487401485443,0.09630106389522552,"[12.782413482666016, 3.3704962730407715, 6.317820072174072, 7.533756256103516]",12.782413482666016,0.4857596755027771,0.1390222960079564,1.1275312900543213,"[0.22253161668777466, 3.4190106816822663e-06, 0.6022323966026306, 0.17523254454135895]","[0.21969272196292877, 0.014196692034602165, 0.5919314622879028, 0.17417913675308228]",0.24094133079051971,0.07988268882036209
40000,0.07741394639015198,0.07617167383432388,"[6.159955024719238, 6.787704944610596, 7.3194193840026855, 10.963106155395508]",10.963106155395508,0.4783453941345215,0.12578562221193965,1.185925006866455,"[0.2722815275192261, 0.3429238200187683, 0.2867494523525238, 0.098045215010643]","[0.2704784870147705, 0.34414976835250854, 0.2814804017543793, 0.10389138758182526]",0.30394279956817627,0.12107175588607788
48000,0.07795906811952591,0.07708855718374252,"[10.335715293884277, 12.92566967010498, 17.974451065063477, 7.103152751922607]",17.974451065063477,0.4882515072822571,0.11696590785419132,1.1039791107177734,"[0.16813530027866364, 0.20297233760356903, 0.002468466991558671, 0.6264238953590393]","[0.1689358949661255, 0.20252588391304016, 0.00888220127671957, 0.6196560263633728]",0.18878594040870667,0.0655573159456253
56000,0.07311705499887466,0.07233691215515137,"[8.0392427444458, 10.05666446685791, 8.20215129852295, 19.4626522064209]",19.4626522064209,0.48713138699531555,0.1093933702172168,1.112874984741211,"[0.2734265923500061, 0.40346649289131165, 0.31996235251426697, 0.003144574584439397]","[0.27518391609191895, 0.3983954191207886, 0.31773635745048523, 0.00868427287787199]",0.2119058221578598,0.07340947538614273
64000,0.06500121206045151,0.06420174986124039,"[12.60467529296875, 14.166097640991211, 7.247121334075928, 8.892984390258789]",14.166097640991211,0.4856230914592743,0.10273970745899495,1.1245625019073486,"[0.09017743915319443, 0.11060994863510132, 0.5594120621681213, 0.23980054259300232]","[0.09184244275093079, 0.11393425613641739, 0.5556009411811829, 0.23862236738204956]",0.213717982172966,0.08176971226930618
72000,0.06453962624073029,0.06414192914962769,"[7.141388416290283, 7.038450241088867, 14.989484786987305, 18.162107467651367]",18.162107467651367,0.48840954899787903,0.09784577086208963,1.1024444103240967,"[0.613368570804596, 0.310451865196228, 0.07503064721822739, 0.0011488922173157334]","[0.6054425239562988, 0.30697113275527954, 0.0805443525314331, 0.007041976321488619]",0.1775500327348709,0.06617354601621628
80000,0.0568428598344326,0.0565292052924633,"[10.733102798461914, 9.579132080078125, 9.38123607635498, 20.639617919921875]",20.639617919921875,0.4882592558860779,0.0935259573206187,1.1015875339508057,"[0.13878709077835083, 0.4993080198764801, 0.14136391878128052, 0.22054094076156616]","[0.13935106992721558, 0.49604418873786926, 0.14372095465660095, 0.2208838313817978]",0.18404421210289001,0.06662572920322418
