train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound,no_of_experts_chosen,avg_gate_weights_test,avg_raw_gate_weights_test,avg_raw_entropy_test,avg_effective_entropy_test
544000,0.1061531804280792,0.10472592234836967,"[14.788862228393555, 5.454250812530518, 32.72149658203125, 8.41247844696045]",32.72149658203125,0.9550819993019104,0.13106018752323545,1.1937610294117647,"[0.14629404246807098, 0.57708740234375, 0.00045942809083499014, 0.2761591374874115]","[0.14999493956565857, 0.569657027721405, 0.0034066454973071814, 0.2769414186477661]",0.32179970764160154,0.1268130712890625
552000,0.11192729707924995,0.1104886747371894,"[29.818029403686523, 8.573301315307617, 28.089488983154297, 5.38617467880249]",29.818029403686523,0.9678335189819336,0.13023577947463036,1.1380471014492755,"[0.007764647714793682, 0.3349444568157196, 0.000978356460109353, 0.6563124060630798]","[0.013059791177511215, 0.32770320773124695, 0.0060992250218987465, 0.6531378030776978]",0.2493973046875,0.09175257431030273
560000,0.10492801258033306,0.10340204071514532,"[23.73349952697754, 5.265241622924805, 21.573518753051758, 8.011524200439453]",23.73349952697754,0.9575567841529846,0.12913933109757536,1.1823785714285715,"[0.1716388612985611, 0.5426657199859619, 0.0032021610531955957, 0.2824932336807251]","[0.16892191767692566, 0.5414589643478394, 0.009505650959908962, 0.2801135182380676]",0.30247422149658204,0.11885646377563476
568000,0.1105440875561296,0.10913105428269422,"[33.368526458740234, 9.568633079528809, 5.390903949737549, 26.578685760498047]",33.368526458740234,0.968969464302063,0.1287205964893222,1.1337042253521126,"[0.004896104335784912, 0.2958158552646637, 0.6958907842636108, 0.003397264052182436]","[0.009385990910232067, 0.28995242714881897, 0.692932665348053, 0.007728948257863522]",0.23431562530517577,0.08752170833587647
576000,0.10385974342323313,0.10256620208606529,"[14.1095552444458, 37.821929931640625, 5.489488124847412, 8.00674819946289]",37.821929931640625,0.9530873894691467,0.12792692528665817,1.2020434027777778,"[0.15853920578956604, 0.0014486579457297921, 0.5595939755439758, 0.2804179787635803]","[0.16138498485088348, 0.004005120601505041, 0.5529740452766418, 0.2816358506679535]",0.3309043388366699,0.13141381256103515
584000,0.10370979966511099,0.1022777691090311,"[8.296542167663574, 5.419161319732666, 36.707359313964844, 11.007650375366211]",36.707359313964844,0.9551975131034851,0.12714419586744596,1.192722602739726,"[0.2665695250034332, 0.5340683460235596, 0.0012677876511588693, 0.19809436798095703]","[0.26549032330513, 0.5287895798683167, 0.004616491496562958, 0.2011035680770874]",0.3218920985412598,0.12621954093933105
592000,0.1126254124438051,0.11135175050825295,"[31.37738800048828, 8.893139839172363, 5.39243221282959, 3.200345754623413]",31.37738800048828,0.9687876105308533,0.12634944385938252,1.1332550675675677,"[0.005819729994982481, 0.3186799883842468, 0.6755003333091736, 0.0]","[0.011220435611903667, 0.3128456473350525, 0.6711385250091553, 0.004795294255018234]",0.24744418914794922,0.08830761604309081
600000,0.10385023900253865,0.10237613572083397,"[11.989489555358887, 5.572573661804199, 33.6218376159668, 7.348547458648682]",33.6218376159668,0.9566648602485657,0.12558003991593472,1.1861066666666666,"[0.22793976962566376, 0.47820883989334106, 0.0020968520548194647, 0.2917545437812805]","[0.22644327580928802, 0.4730856716632843, 0.0063832481391727924, 0.29408785700798035]",0.3182395889282227,0.12191104598999024
608000,0.10224679888725334,0.101007255651273,"[7.733305931091309, 22.964866638183594, 5.4287495613098145, 18.68882942199707]",22.964866638183594,0.9497814774513245,0.12448100768722604,1.2190625,"[0.32878172397613525, 0.01716684363782406, 0.5803988575935364, 0.07365265488624573]","[0.32445159554481506, 0.026467736810445786, 0.5710654854774475, 0.07801519334316254]",0.342181615447998,0.14076056922912597
616000,0.10290240197932517,0.10173946871485617,"[5.371758460998535, 7.822686672210693, 36.27299499511719, 13.8012056350708]",36.27299499511719,0.9501448273658752,0.12415452685027208,1.2144935064935065,"[0.5702330470085144, 0.2927974462509155, 0.0018510496011003852, 0.13511846959590912]","[0.562754213809967, 0.29501640796661377, 0.004450817126780748, 0.1377783715724945]",0.3457810290527344,0.1394673676300049
624000,0.10260120094518527,0.1012864934013837,"[10.315183639526367, 38.08043670654297, 8.061630249023438, 5.5397114753723145]",38.08043670654297,0.9554170966148376,0.12352976935043729,1.1916009615384615,"[0.2173984944820404, 0.001717700157314539, 0.26331809163093567, 0.5175656080245972]","[0.218692347407341, 0.005364938173443079, 0.26158711314201355, 0.514355480670929]",0.32206203628540037,0.1249600619506836
632000,0.1133128666395767,0.11228829534438924,"[33.43423080444336, 5.3500213623046875, 9.914992332458496, 22.071317672729492]",33.43423080444336,0.9721883535385132,0.12284749211451504,1.1177420886075948,"[0.003226579399779439, 0.7145407795906067, 0.2822325825691223, 0.0]","[0.00725187873467803, 0.7121561765670776, 0.2796678841114044, 0.0009240818908438087]",0.21288771102905274,0.07841519775390625
640000,0.1039968173337835,0.10270256838117385,"[22.66242027282715, 7.7158379554748535, 24.587799072265625, 5.383766174316406]",24.587799072265625,0.9565631747245789,0.1218117972467312,1.188009375,"[0.06675485521554947, 0.33491358160972595, 0.009312119334936142, 0.5890194773674011]","[0.07059083878993988, 0.3285876512527466, 0.01629326492547989, 0.584528386592865]",0.3029153936767578,0.12192841804504395
648000,0.10271090516022931,0.10155122191871152,"[5.344186305999756, 7.578435897827148, 15.180354118347168, 39.178443908691406]",39.178443908691406,0.9514100551605225,0.12149280144613728,1.2090277777777778,"[0.5677793622016907, 0.3011957108974457, 0.12974338233470917, 0.001281276810914278]","[0.5617004036903381, 0.3024008870124817, 0.13244973123073578, 0.003448932198807597]",0.33782258056640624,0.13690322593688964
656000,0.10212250883222707,0.10100595428635556,"[8.118880271911621, 5.4393534660339355, 13.362603187561035, 39.92011642456055]",39.92011642456055,0.9511224627494812,0.12085209764588804,1.2100792682926829,"[0.28318071365356445, 0.5680456161499023, 0.14712366461753845, 0.001649935613386333]","[0.2842704951763153, 0.5616817474365234, 0.1496330052614212, 0.004414720926433802]",0.34014073516845705,0.13737466018676758
664000,0.10433200688529477,0.10309041314060655,"[36.11049270629883, 5.471617698669434, 9.516641616821289, 9.468483924865723]",36.11049270629883,0.9594889283180237,0.12018512641211435,1.1741340361445782,"[0.0009516685968264937, 0.5304118990898132, 0.24562934041023254, 0.22300705313682556]","[0.004448271822184324, 0.5249499082565308, 0.24386078119277954, 0.2267410010099411]",0.2988119836425781,0.11429643692016601
672000,0.10656465446553967,0.10563012210852522,"[27.67654800415039, 5.383519649505615, 27.3455867767334, 8.036334037780762]",27.67654800415039,0.9642606973648071,0.11937307276873457,1.1537380952380953,"[0.007732524536550045, 0.6426602602005005, 0.006556348875164986, 0.34305086731910706]","[0.01356587652117014, 0.6388236284255981, 0.012482956983149052, 0.3351275324821472]",0.2641481524658203,0.1015879727935791
680000,0.10125740094863164,0.09995943563241641,"[7.143257141113281, 17.120594024658203, 5.449347019195557, 22.775327682495117]",22.775327682495117,0.9503136873245239,0.11850613777267599,1.2170838235294117,"[0.35681796073913574, 0.11012516915798187, 0.5183736085891724, 0.014683456160128117]","[0.3523147404193878, 0.11321825534105301, 0.5113380551338196, 0.023128896951675415]",0.34178835708618166,0.14038857383728026
688000,0.10851451579351634,0.10741556996074784,"[1.3851748704910278, 5.386678218841553, 10.840145111083984, 32.151710510253906]",32.151710510253906,0.9633538126945496,0.11825574362190848,1.1586438953488372,"[0.0, 0.693878173828125, 0.2144373059272766, 0.09168461710214615]","[0.007802740670740604, 0.6892609596252441, 0.21158891916275024, 0.09134749323129654]",0.2647045628356934,0.10347445915222168
696000,0.10571368806533811,0.10446842356032036,"[9.06888484954834, 2.942889451980591, 25.076919555664062, 5.298696041107178]",25.076919555664062,0.9591571688652039,0.117433759704835,1.1748534482758621,"[0.25331586599349976, 0.0, 0.16205167770385742, 0.5846325159072876]","[0.2507617473602295, 0.006637860555201769, 0.16000275313854218, 0.5825976729393005]",0.2948595608520508,0.11431895797729492
704000,0.10270827948134882,0.10147791333810893,"[5.475473880767822, 11.374445915222168, 8.106100082397461, 38.58467483520508]",38.58467483520508,0.9563062191009521,0.11716097465922713,1.1877642045454546,"[0.5461735725402832, 0.19184234738349915, 0.26076769828796387, 0.0012165607186034322]","[0.5412446856498718, 0.1951591819524765, 0.2593105733394623, 0.004285622388124466]",0.3142973876953125,0.12295862411499023
712000,0.09989011592368299,0.09868963273781903,"[5.300930023193359, 20.865570068359375, 19.11769676208496, 7.329751491546631]",20.865570068359375,0.9443864822387695,0.11602666621213158,1.2417247191011236,"[0.5353471040725708, 0.070750892162323, 0.07985569536685944, 0.3140462040901184]","[0.5285093188285828, 0.07507581263780594, 0.0838906541466713, 0.31252428889274597]",0.3720148950195313,0.15614133316040038
720000,0.10664041475268309,0.1056127548706629,"[8.124614715576172, 28.744077682495117, 25.088808059692383, 5.313809394836426]",28.744077682495117,0.9587225914001465,0.11579663238842205,1.1772847222222222,"[0.3349471986293793, 0.001638537272810936, 0.03510833904147148, 0.6283059120178223]","[0.3284788727760315, 0.006784422788769007, 0.04053724184632301, 0.624199628829956]",0.29478076721191404,0.11699638359069824
728000,0.10248532587940087,0.10124988426649026,"[10.80345630645752, 8.545198440551758, 5.493229389190674, 39.215877532958984]",39.215877532958984,0.9563294649124146,0.11545605100966504,1.1878461538461538,"[0.19097286462783813, 0.2584124207496643, 0.5493645071983337, 0.0012501146411523223]","[0.19460193812847137, 0.25723016262054443, 0.5436899065971375, 0.004477995447814465]",0.3132196464538574,0.12299790809631347
736000,0.10853204709196118,0.10743130216583904,"[5.404649257659912, 31.371986389160156, 30.9459285736084, 8.411222457885742]",31.371986389160156,0.9675048589706421,0.11480272767451472,1.1392377717391304,"[0.6571391224861145, 0.0032740393653512, 0.005316559225320816, 0.3342702388763428]","[0.6537871360778809, 0.007880542427301407, 0.01012413203716278, 0.328208327293396]",0.24675868240356447,0.09257322219848632
744000,0.10967355062354424,0.10859551097887725,"[9.04385757446289, 5.358609199523926, 31.961994171142578, 32.646244049072266]",32.646244049072266,0.9695804119110107,0.11429999204941947,1.130326612903226,"[0.3217732310295105, 0.6719093918800354, 0.003897808026522398, 0.0024194084107875824]","[0.3160568177700043, 0.6690884232521057, 0.008113576099276543, 0.006741086486726999]",0.23552677856445312,0.08669339080810547
752000,0.10226374147223694,0.10122326321332194,"[5.383931636810303, 39.44668960571289, 7.813149452209473, 13.829652786254883]",39.44668960571289,0.952393114566803,0.11379693093704905,1.2048829787234043,"[0.5527603030204773, 0.0010476538445800543, 0.2896585464477539, 0.1565334051847458]","[0.5465654134750366, 0.0033481214195489883, 0.2911777198314667, 0.1589089035987854]",0.3341669999694824,0.13393275032043456
760000,0.10998444347485138,0.10884870528363072,"[32.77714538574219, 5.34883975982666, 33.89194107055664, 9.200380325317383]",33.89194107055664,0.9696149230003357,0.11326099627968354,1.1300342105263157,"[0.002881275722756982, 0.6768876314163208, 0.0030357297509908676, 0.317195326089859]","[0.006906076800078154, 0.6743795871734619, 0.006894608028233051, 0.31181979179382324]",0.23322202865600586,0.08608733837127686
768000,0.11224811707852364,0.11117781796569043,"[5.380435466766357, 2.711468458175659, 38.11621856689453, 9.790085792541504]",38.11621856689453,0.9719824194908142,0.11284043331539251,1.1191848958333332,"[0.7157517671585083, 0.0, 0.0018502247985452414, 0.2823980748653412]","[0.7119531035423279, 0.004775789100676775, 0.004961702972650528, 0.2783092260360718]",0.22576378875732422,0.0787318194580078
776000,0.11111410082821419,0.11003819047575567,"[5.4937872886657715, 5.379148960113525, 9.40101146697998, 35.74597930908203]",35.74597930908203,0.9704992175102234,0.11226965063839583,1.1267628865979382,"[0.0, 0.6951261758804321, 0.30104243755340576, 0.003831378184258938]","[0.00726386858150363, 0.6890960931777954, 0.29578420519828796, 0.007855769246816635]",0.23906571060180665,0.08362266872406006
784000,0.1017584634771044,0.10073552759380655,"[10.648296356201172, 8.01374340057373, 5.418942928314209, 39.39895248413086]",39.39895248413086,0.9543420672416687,0.1117357881317403,1.1961645408163266,"[0.1857852339744568, 0.26930686831474304, 0.5438485145568848, 0.001059390022419393]","[0.18879517912864685, 0.2687737047672272, 0.538598895072937, 0.00383228762075305]",0.3241629229736328,0.1278340196990967
792000,0.11343570562787784,0.11258797170849817,"[10.268927574157715, 41.980491638183594, 3.592435836791992, 5.358718395233154]",41.980491638183594,0.9727141857147217,0.1113932417534273,1.1162916666666667,"[0.2691333293914795, 0.0013527094852179289, 0.0, 0.7295138239860535]","[0.26537132263183594, 0.0037459945306181908, 0.005365115124732256, 0.725517749786377]",0.2182604489135742,0.07736335849761963
800000,0.09844682432548213,0.09723805650732517,"[17.466646194458008, 16.875469207763672, 7.620893955230713, 5.361148834228516]",17.466646194458008,0.9408202171325684,0.11007208281212795,1.25898125,"[0.09307386726140976, 0.07160557806491852, 0.2961455285549164, 0.5391750931739807]","[0.09568898379802704, 0.0766793042421341, 0.2963090240955353, 0.5313226580619812]",0.3920389938354492,0.16565087753295898
