train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.13616880774497986,0.12981438636779785,"[3.070181131362915, 5.089634418487549, 1.7401342391967773, 3.958998441696167]",5.089634418487549,0.43445467948913574,0.2125269758568221
16000,0.12697160243988037,0.12690132856369019,"[6.672966003417969, 1.8385522365570068, 5.5320024490356445, 2.3221631050109863]",6.672966003417969,0.465053528547287,0.15833597023264134
24000,0.10724999755620956,0.10690383613109589,"[1.9793115854263306, 7.275021553039551, 6.210519790649414, 5.347288608551025]",7.275021553039551,0.45676547288894653,0.13250683565636076
32000,0.09104640781879425,0.08636634051799774,"[11.450078010559082, 5.959957599639893, 2.9422688484191895, 3.6009864807128906]",11.450078010559082,0.4476358890533447,0.11750171997770353
40000,0.06778774410486221,0.061484046280384064,"[5.77776575088501, 1.7646026611328125, 12.130548477172852, 7.883337497711182]",12.130548477172852,0.4661884903907776,0.10662399207022295
48000,0.07965826243162155,0.07510359585285187,"[3.332876682281494, 10.108428001403809, 4.9753098487854, 5.886133670806885]",10.108428001403809,0.451305627822876,0.0978458071891576
56000,0.062148068100214005,0.05655031278729439,"[8.541787147521973, 1.904772162437439, 6.211040496826172, 8.288904190063477]",8.541787147521973,0.47102090716362,0.0911842312888674
64000,0.06493676453828812,0.059521593153476715,"[12.406107902526855, 2.7632927894592285, 12.172391891479492, 9.203322410583496]",12.406107902526855,0.45641642808914185,0.08633045991139274
72000,0.06112920492887497,0.05565936490893364,"[2.1016886234283447, 13.040590286254883, 10.392074584960938, 11.947392463684082]",13.040590286254883,0.47179701924324036,0.08203157483337627
80000,0.049760933965444565,0.04590177908539772,"[9.993718147277832, 14.495041847229004, 8.497578620910645, 1.9756108522415161]",14.495041847229004,0.4712221026420593,0.07835903198156988
88000,0.04636437073349953,0.04269648343324661,"[2.0050370693206787, 12.936487197875977, 20.64445686340332, 6.672149181365967]",20.64445686340332,0.47531798481941223,0.07550745799757505
96000,0.04655468463897705,0.04307924211025238,"[9.942574501037598, 10.158856391906738, 1.9029030799865723, 16.061599731445312]",16.061599731445312,0.47180208563804626,0.07228731896404787
104000,0.043171923607587814,0.04021754488348961,"[8.733621597290039, 19.2199764251709, 1.9108420610427856, 8.170214653015137]",19.2199764251709,0.47443222999572754,0.06992688959776219
112000,0.04129733145236969,0.038897804915905,"[16.08393669128418, 16.037158966064453, 2.056373119354248, 13.13814926147461]",16.08393669128418,0.46827536821365356,0.06740238924875058
120000,0.04825346916913986,0.0460793636739254,"[3.9779610633850098, 12.137442588806152, 10.100081443786621, 20.147056579589844]",20.147056579589844,0.45425939559936523,0.06549607015952566
128000,0.04011733829975128,0.038195449858903885,"[18.597787857055664, 1.9901772737503052, 14.879066467285156, 9.330451965332031]",18.597787857055664,0.4645630121231079,0.06357227351409686
