train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.23562157154083252,0.2271367609500885,"[7.271456241607666, 1.6870111227035522, 6.020410537719727, 5.228212833404541]",7.271456241607666,0.45004555583000183,0.28862334919635635
16000,0.18380805850028992,0.17820100486278534,"[4.622535228729248, 11.004434585571289, 1.9456013441085815, 5.051927089691162]",11.004434585571289,0.421766459941864,0.2153594604099147
24000,0.1386464387178421,0.13412900269031525,"[1.7341699600219727, 13.654289245605469, 6.700850963592529, 9.372509002685547]",13.654289245605469,0.45742619037628174,0.18178495305157305
32000,0.12271913886070251,0.11984998732805252,"[11.060710906982422, 5.803829669952393, 12.174888610839844, 1.8532134294509888]",12.174888610839844,0.45910635590553284,0.15981247640285867
40000,0.11417298018932343,0.11102072894573212,"[14.576729774475098, 1.806226134300232, 6.287197589874268, 13.337830543518066]",14.576729774475098,0.45976364612579346,0.14530621584123526
48000,0.11171784996986389,0.10923001915216446,"[12.938996315002441, 21.177234649658203, 16.16604232788086, 1.820420742034912]",21.177234649658203,0.45855510234832764,0.13492608179576224
56000,0.1035388931632042,0.1005251333117485,"[13.447463989257812, 1.8548316955566406, 22.05127716064453, 9.33513355255127]",22.05127716064453,0.46123650670051575,0.12608869456671498
64000,0.09751120209693909,0.09551042318344116,"[13.989579200744629, 20.384571075439453, 12.722308158874512, 1.9130758047103882]",20.384571075439453,0.46427837014198303,0.11865343812075227
72000,0.09535640478134155,0.09371165186166763,"[25.33616065979004, 15.572851181030273, 20.64397621154785, 2.069275379180908]",25.33616065979004,0.4577482342720032,0.11294000423930653
80000,0.08776416629552841,0.08623412996530533,"[28.661008834838867, 2.000246524810791, 14.540584564208984, 14.808961868286133]",28.661008834838867,0.46400290727615356,0.10801162855268623
88000,0.08553307503461838,0.08438648283481598,"[21.453752517700195, 28.51302719116211, 23.14078712463379, 1.9351308345794678]",28.51302719116211,0.46495750546455383,0.10348674776143854
96000,0.08151070028543472,0.08040063083171844,"[26.182790756225586, 20.690797805786133, 14.076010704040527, 2.019789218902588]",26.182790756225586,0.4631185531616211,0.09936296035936652
104000,0.07732167840003967,0.07555904984474182,"[2.025634765625, 25.622541427612305, 22.04750633239746, 13.488727569580078]",25.622541427612305,0.46673041582107544,0.09584126207383961
112000,0.07661166042089462,0.07596631348133087,"[27.382545471191406, 1.9794516563415527, 26.54375648498535, 21.886978149414062]",27.382545471191406,0.46461716294288635,0.09278656077948298
120000,0.07629553973674774,0.07499585300683975,"[36.57373809814453, 23.900169372558594, 1.985562801361084, 23.5591983795166]",36.57373809814453,0.4621836543083191,0.0903601843471749
128000,0.0722329318523407,0.07148438692092896,"[11.24261474609375, 22.680910110473633, 2.057960271835327, 31.679645538330078]",31.679645538330078,0.465729296207428,0.08758403803843362
136000,0.06851927936077118,0.06770981103181839,"[2.0131490230560303, 18.401126861572266, 20.0194149017334, 21.38056755065918]",21.38056755065918,0.4668269157409668,0.08468244462958197
144000,0.07063481956720352,0.0699743777513504,"[23.148237228393555, 24.496519088745117, 2.1325414180755615, 23.240108489990234]",24.496519088745117,0.465695321559906,0.08270417795546915
152000,0.0718877911567688,0.07112061232328415,"[37.753135681152344, 29.203643798828125, 21.92078399658203, 2.1199142932891846]",37.753135681152344,0.46664363145828247,0.08127759116707356
160000,0.06660725921392441,0.06589172780513763,"[27.266111373901367, 24.172513961791992, 2.0904486179351807, 33.529808044433594]",33.529808044433594,0.467180073261261,0.07926697475556065
168000,0.06665370613336563,0.06608837097883224,"[36.398624420166016, 17.76628875732422, 22.159103393554688, 2.202805519104004]",36.398624420166016,0.4676983058452606,0.07764013493418774
176000,0.0648244321346283,0.06423090398311615,"[26.819293975830078, 29.468355178833008, 38.05499267578125, 2.1248691082000732]",38.05499267578125,0.467068612575531,0.07607211555426936
