train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.18623286485671997,0.15109679102897644,"[6.9364013671875, 9.655170440673828, 4.908415794372559, 12.316118240356445]",12.316118240356445,0.4083710014820099,0.6932525051270054
16000,0.15585710108280182,0.1358843594789505,"[4.091965198516846, 7.659471035003662, 10.503328323364258, 15.921276092529297]",15.921276092529297,0.40989792346954346,0.5408317189925801
24000,0.14158892631530762,0.12483218312263489,"[12.220585823059082, 4.561880111694336, 11.644200325012207, 11.170807838439941]",12.220585823059082,0.41134029626846313,0.46173655703720734
32000,0.13249404728412628,0.11855864524841309,"[11.62800121307373, 4.221199035644531, 12.445886611938477, 19.766849517822266]",19.766849517822266,0.41292068362236023,0.4150943121826029
40000,0.12132344394922256,0.10996510088443756,"[16.949661254882812, 10.837156295776367, 3.9790561199188232, 21.004667282104492]",21.004667282104492,0.4197341501712799,0.3806343355586715
48000,0.12193451076745987,0.11188744008541107,"[9.546753883361816, 15.133712768554688, 4.179811477661133, 12.074686050415039]",15.133712768554688,0.4120166599750519,0.35191056696143047
56000,0.11575265973806381,0.10734827071428299,"[4.359745025634766, 12.36303424835205, 10.100781440734863, 15.816006660461426]",15.816006660461426,0.4154028296470642,0.3310151517189793
64000,0.113162562251091,0.10455559939146042,"[11.317794799804688, 26.80052947998047, 9.34245777130127, 4.148671627044678]",26.80052947998047,0.410271555185318,0.31485575098091717
72000,0.10625781863927841,0.0986514762043953,"[4.45876407623291, 6.797059059143066, 18.000192642211914, 16.767709732055664]",18.000192642211914,0.41442403197288513,0.2990641503545282
80000,0.10775548219680786,0.10130729526281357,"[21.335783004760742, 4.236579418182373, 11.78582763671875, 9.702011108398438]",21.335783004760742,0.4069986641407013,0.2864493057042709
88000,0.1078278124332428,0.1024947538971901,"[9.928595542907715, 10.786397933959961, 4.097998142242432, 23.78276252746582]",23.78276252746582,0.4045064151287079,0.2755503097002595
96000,0.10425784438848495,0.0985349491238594,"[9.999866485595703, 10.149600982666016, 4.1695990562438965, 23.119384765625]",23.119384765625,0.4055311679840088,0.2657706666355635
104000,0.10360249131917953,0.09824006259441376,"[10.626834869384766, 4.191556930541992, 10.422425270080566, 23.774309158325195]",23.774309158325195,0.40672779083251953,0.2571977394199594
112000,0.10079864412546158,0.09541346877813339,"[9.389819145202637, 23.28267478942871, 4.259795188903809, 9.01930046081543]",23.28267478942871,0.4034561514854431,0.2491789724048694
120000,0.10047775506973267,0.09565326571464539,"[9.895029067993164, 4.243351459503174, 9.993422508239746, 30.839462280273438]",30.839462280273438,0.4095383882522583,0.2429828292420954
128000,0.09898308664560318,0.09425465762615204,"[24.748117446899414, 4.236835479736328, 9.603710174560547, 9.839157104492188]",24.748117446899414,0.40623897314071655,0.23589553392921372
136000,0.09811313450336456,0.09420295059680939,"[9.121885299682617, 33.775367736816406, 9.360369682312012, 4.355713367462158]",33.775367736816406,0.40407097339630127,0.2305196145070278
