train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.21142937242984772,0.17903804779052734,"[5.173803806304932, 8.699217796325684, 8.544336318969727, 3.0768961906433105]",8.699217796325684,0.4166284203529358,0.5901421141534746
16000,0.16638174653053284,0.14509408175945282,"[2.9844796657562256, 9.521232604980469, 8.88607406616211, 5.799719333648682]",9.521232604980469,0.41861340403556824,0.45026011703332747
24000,0.1531476080417633,0.13490036129951477,"[9.525345802307129, 11.904561996459961, 6.970383167266846, 4.307168483734131]",11.904561996459961,0.4202260673046112,0.3837212495324592
32000,0.13612128794193268,0.12243908643722534,"[2.729445219039917, 10.23849868774414, 9.435905456542969, 7.975168704986572]",10.23849868774414,0.41216105222702026,0.33951732557002223
40000,0.13196906447410583,0.1214241310954094,"[5.377601146697998, 17.82499885559082, 4.97395133972168, 7.019516944885254]",17.82499885559082,0.41562196612358093,0.31252067320797755
48000,0.11688706278800964,0.10684249550104141,"[12.420570373535156, 3.1041853427886963, 10.182116508483887, 14.384095191955566]",14.384095191955566,0.4216747283935547,0.28879786448320616
56000,0.11072583496570587,0.10161943733692169,"[2.8175065517425537, 17.86814308166504, 10.079438209533691, 11.834867477416992]",17.86814308166504,0.4126582741737366,0.2711995345463042
64000,0.10262775421142578,0.09616371989250183,"[10.864208221435547, 4.697452068328857, 5.1574249267578125, 23.373380661010742]",23.373380661010742,0.4206089973449707,0.257644484538122
72000,0.0982174500823021,0.09061972796916962,"[16.372194290161133, 17.429821014404297, 3.0165693759918213, 15.658110618591309]",17.429821014404297,0.42978042364120483,0.24430262945786382
80000,0.09811998158693314,0.09227479994297028,"[8.993842124938965, 19.180679321289062, 4.1391706466674805, 12.703015327453613]",19.180679321289062,0.43188077211380005,0.23397144192778327
88000,0.09195954352617264,0.08738937973976135,"[21.94879722595215, 2.5623109340667725, 3.0834922790527344, 19.62598419189453]",21.94879722595215,0.4372011125087738,0.2252254853737281
96000,0.09158618748188019,0.08640289306640625,"[27.143192291259766, 12.792723655700684, 10.160643577575684, 3.6656851768493652]",27.143192291259766,0.4309658706188202,0.21745342859047523
104000,0.08884946256875992,0.08418278396129608,"[11.243779182434082, 3.3012871742248535, 15.498857498168945, 16.44395637512207]",16.44395637512207,0.4274989366531372,0.20852959823960399
112000,0.0880877673625946,0.08328554034233093,"[12.958818435668945, 20.573427200317383, 14.147127151489258, 3.305772542953491]",20.573427200317383,0.42638641595840454,0.2025985223234459
120000,0.08631772547960281,0.08229110389947891,"[7.489253044128418, 4.04067850112915, 24.076248168945312, 12.95019817352295]",24.076248168945312,0.43336188793182373,0.19726797876627408
128000,0.08070971071720123,0.07701089233160019,"[27.210830688476562, 13.88304615020752, 9.947404861450195, 3.691558837890625]",27.210830688476562,0.43701592087745667,0.1922528472657862
136000,0.08656223863363266,0.08296476304531097,"[7.503428936004639, 10.32406234741211, 8.562994003295898, 13.255688667297363]",13.255688667297363,0.42265430092811584,0.18512045542305358
144000,0.08240216225385666,0.07889731228351593,"[5.308594226837158, 14.399991989135742, 11.256650924682617, 7.849817276000977]",14.399991989135742,0.4296257197856903,0.1809738204881797
152000,0.077846460044384,0.07454992085695267,"[8.444416999816895, 15.207669258117676, 3.6157195568084717, 28.116455078125]",28.116455078125,0.43569064140319824,0.17851079822839175
160000,0.0771191194653511,0.07394789904356003,"[14.948700904846191, 30.538982391357422, 3.704705238342285, 10.192429542541504]",30.538982391357422,0.43667885661125183,0.17478942210911405
168000,0.07719497382640839,0.07356402277946472,"[10.211267471313477, 20.37141990661621, 14.437036514282227, 3.420907735824585]",20.37141990661621,0.42487552762031555,0.16997176281893966
176000,0.08131548017263412,0.07841864973306656,"[8.385091781616211, 9.319867134094238, 12.486858367919922, 7.970942974090576]",12.486858367919922,0.42292025685310364,0.16545989612027437
184000,0.07434315979480743,0.07146967947483063,"[3.502432346343994, 14.569940567016602, 11.027207374572754, 29.682531356811523]",29.682531356811523,0.4331618547439575,0.16434787218013971
192000,0.0750681459903717,0.07212916761636734,"[3.4071741104125977, 9.56629753112793, 21.238813400268555, 8.653572082519531]",21.238813400268555,0.42394259572029114,0.16045604132727162
200000,0.07495833933353424,0.07153498381376266,"[14.185471534729004, 10.204117774963379, 28.167478561401367, 3.807050943374634]",28.167478561401367,0.4348689019680023,0.15840696089897532
208000,0.07408536225557327,0.07166268676519394,"[12.487432479858398, 9.556581497192383, 25.86335563659668, 3.417224168777466]",25.86335563659668,0.4224454462528229,0.15532055422602287
216000,0.07172475010156631,0.06917672604322433,"[12.365256309509277, 32.94340133666992, 9.801663398742676, 3.6328036785125732]",32.94340133666992,0.4361840486526489,0.1534993353157208
224000,0.07459139823913574,0.07182245701551437,"[8.943021774291992, 7.993859767913818, 3.463172197341919, 25.59286880493164]",25.59286880493164,0.42325571179389954,0.15037089849182184
232000,0.07304315268993378,0.06989922374486923,"[32.49092102050781, 3.5730652809143066, 7.731932163238525, 13.780588150024414]",32.49092102050781,0.438012033700943,0.1487810619515742
240000,0.07203834503889084,0.06971845775842667,"[9.528401374816895, 3.937263250350952, 9.287201881408691, 15.696454048156738]",15.696454048156738,0.42189252376556396,0.14498394249582652
248000,0.07119987159967422,0.06883275508880615,"[3.4056777954101562, 6.449249267578125, 9.258976936340332, 23.677968978881836]",23.677968978881836,0.4162086844444275,0.1435655601819208
256000,0.06984703987836838,0.06779570132493973,"[13.06118392944336, 12.520525932312012, 3.4190564155578613, 8.468831062316895]",13.06118392944336,0.4230844974517822,0.14064731073930647
264000,0.06889960169792175,0.06672900170087814,"[23.84442138671875, 10.335236549377441, 3.9812073707580566, 7.025822162628174]",23.84442138671875,0.4272114634513855,0.13988380400701633
272000,0.06858417391777039,0.06649673730134964,"[9.507465362548828, 22.98046112060547, 3.4620609283447266, 10.607187271118164]",22.98046112060547,0.4241361916065216,0.1379537611972067
280000,0.06642411649227142,0.06429210305213928,"[12.797785758972168, 24.25128936767578, 6.606293201446533, 3.6369853019714355]",24.25128936767578,0.43591269850730896,0.13648601919097939
288000,0.06541822105646133,0.06337058544158936,"[15.189712524414062, 23.808645248413086, 3.6936516761779785, 7.2670369148254395]",23.808645248413086,0.4381815493106842,0.13481328127481873
296000,0.06990323960781097,0.06747490912675858,"[12.377447128295898, 3.7569580078125, 18.270065307617188, 19.717153549194336]",19.717153549194336,0.4264211356639862,0.13271796293630572
304000,0.06748465448617935,0.0644579753279686,"[56.27613830566406, 10.334586143493652, 9.080615043640137, 3.284734010696411]",56.27613830566406,0.4307110905647278,0.13291021371857745
312000,0.06697117537260056,0.06484249979257584,"[3.3912885189056396, 7.9116597175598145, 41.92237091064453, 8.509170532226562]",41.92237091064453,0.42123880982398987,0.13079817700969426
320000,0.06612613797187805,0.06410345435142517,"[26.80561637878418, 3.83320689201355, 17.328651428222656, 9.391448974609375]",26.80561637878418,0.42693719267845154,0.12873892408445115
328000,0.06776787340641022,0.06595954298973083,"[3.493736982345581, 25.417043685913086, 7.009456157684326, 7.386459827423096]",25.417043685913086,0.41915810108184814,0.12715420726550591
336000,0.06514710932970047,0.06322988867759705,"[3.729076623916626, 11.800509452819824, 30.14350700378418, 8.821558952331543]",30.14350700378418,0.4335211217403412,0.1262752847558591
344000,0.06694570928812027,0.06489388644695282,"[3.4326109886169434, 50.95412826538086, 5.295413970947266, 8.725740432739258]",50.95412826538086,0.4176216423511505,0.1255313542031174
352000,0.0642249807715416,0.06234634667634964,"[26.50554847717285, 3.6053311824798584, 9.392091751098633, 8.364117622375488]",26.50554847717285,0.43194061517715454,0.12350366177239087
360000,0.06437180191278458,0.06266957521438599,"[29.67195701599121, 12.265918731689453, 4.176309585571289, 9.001513481140137]",29.67195701599121,0.43237555027008057,0.12245694112425712
368000,0.06343705952167511,0.06165521591901779,"[3.716780662536621, 29.830808639526367, 10.370040893554688, 10.315993309020996]",29.830808639526367,0.43149784207344055,0.12127226832337873
376000,0.06506336480379105,0.06336251646280289,"[6.834810733795166, 11.135102272033691, 3.50419545173645, 24.029102325439453]",24.029102325439453,0.4203053116798401,0.11967139305598157
384000,0.06536693125963211,0.0632883682847023,"[30.99831771850586, 3.500364065170288, 5.573716163635254, 14.05417537689209]",30.99831771850586,0.4219711422920227,0.118945934198859
392000,0.06459332257509232,0.06278344243764877,"[9.354994773864746, 3.4779608249664307, 36.687278747558594, 7.363343238830566]",36.687278747558594,0.4194566309452057,0.11806894173044358
400000,0.06386419385671616,0.06205511838197708,"[7.688918590545654, 31.669631958007812, 14.67579174041748, 4.038858890533447]",31.669631958007812,0.4352625608444214,0.11702169521652699
