train_size,test_rmse,train_rmse,expert_l2_device,max_expert_l2,gate_l2,bound
8000,0.1929016262292862,0.18556292355060577,"[8.059606552124023, 8.511334419250488, 8.105169296264648, 2.4614903926849365]",8.511334419250488,0.4226730465888977,0.33948992716469967
16000,0.15309329330921173,0.15022219717502594,"[10.082467079162598, 10.852373123168945, 8.883807182312012, 2.600670337677002]",10.852373123168945,0.43296292424201965,0.25541451109364094
24000,0.13311229646205902,0.12953965365886688,"[11.616148948669434, 13.23900318145752, 10.812362670898438, 2.8134005069732666]",13.23900318145752,0.438177227973938,0.21569200479586156
32000,0.12406908720731735,0.1212906688451767,"[2.8790476322174072, 9.632136344909668, 16.217016220092773, 14.837100982666016]",16.217016220092773,0.4383685290813446,0.1911421743936218
40000,0.12118440121412277,0.11848714202642441,"[5.860926628112793, 12.602737426757812, 18.178417205810547, 4.251653671264648]",18.178417205810547,0.4344923198223114,0.1737347307176841
48000,0.1083318442106247,0.10597284883260727,"[3.421757936477661, 7.550889492034912, 17.983566284179688, 21.661853790283203]",21.661853790283203,0.4201285243034363,0.16058673882852187
56000,0.09714106470346451,0.09403549134731293,"[3.1722629070281982, 17.808576583862305, 13.941459655761719, 19.10150146484375]",19.10150146484375,0.449645072221756,0.1504255107984066
64000,0.09338152408599854,0.09103270620107651,"[3.000441789627075, 13.871770858764648, 19.38987922668457, 15.915667533874512]",19.38987922668457,0.43721169233322144,0.14172012402980297
72000,0.09033031761646271,0.08830833435058594,"[27.206151962280273, 12.611181259155273, 13.345391273498535, 3.185865640640259]",27.206151962280273,0.440706729888916,0.13520131942589786
80000,0.08126281201839447,0.07966569066047668,"[24.244831085205078, 28.606542587280273, 3.2386996746063232, 13.134615898132324]",28.606542587280273,0.45377376675605774,0.129340657384976
88000,0.08292026817798615,0.08128666132688522,"[14.059080123901367, 3.2274680137634277, 18.785892486572266, 22.688756942749023]",22.688756942749023,0.4470955729484558,0.12359463590221477
96000,0.07906726002693176,0.07740076631307602,"[18.455202102661133, 25.69089698791504, 19.097734451293945, 3.2674720287323]",25.69089698791504,0.4528144598007202,0.1191891465698512
